"Modules","Category","SubCategory","ModelCode","Units","Description","Value","RefID","Comment","ValueType","MinValue","MaxValue","Temp","DataSource","DataTable","MayBeNonNumeric","ParameterCode"
"Source","SI","SI","MWt_H2O","[g/mol]","MW (liquid water)","18",143,,"Constant",,,"18",,"tbl_Model_Parameters:SI",0,"MWt_H2O"
"Source","SI","SI","n_imp","[dimensionless]","Number of Impellers/aerators","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"n_imp"
"Source","SI","SI","NumEcon","[dimensionless]","Number of economic lifetimes","1",143,,"Constant",,,"1",,"tbl_Model_Parameters:SI",0,"NumEcon"
"Source","SI","SI","O2eff","[dimensionless]","Oxygen transfer correction factor","0.8",143,,"Constant",,,"0.8",,"tbl_Model_Parameters:SI",0,"O2eff"
"Source","SI","SI","Powr","[hp]","Total Power for Impellers/aerators","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"Powr"
"Source","SI","SI","Q_wmu","[m3/s]","Volumetric influent flow rate","0.000004",143,,"Constant",,,"0.000004",,"tbl_Model_Parameters:SI",0,"Q_wmu"
"Source","SI","SI","rho_l","[g/cm3]","Density (liquid water)","0.998",143,,"Constant",,,"0.998",,"tbl_Model_Parameters:SI",0,"rho_l"
"Source","SI","SI","rho_part","[g/cm3]","Solids density","2.5",143,,"Constant",,,"2.5",,"tbl_Model_Parameters:SI",0,"rho_part"
,,,"Area_FP","[m2]","Farm pond area","10000",269,,"Constant",,,"10000",,"tbl_Model_Parameters:WB",0,"Area_FP"
"Source","SI","SI","SedAlpha","[1/cm]","Soil retention parameter alpha (sediment)","0.00152",143,,"Constant",,,"0.00152",,"tbl_Model_Parameters:SI",0,"SedAlpha"
"Source","SI","SI","SedBeta","[dimensionless]","Soil retention parameter beta (sediment)","1.37",143,,"Constant",,,"1.37",,"tbl_Model_Parameters:SI",0,"SedBeta"
"Source","SI","SI","TSS_in","[g/cm3]","Total suspended solids (influent)","0.1",143,,"Constant",,,"0.1",,"tbl_Model_Parameters:SI",0,"TSS_in"
"Source","SI","SI","TSS_out","[g/cm3]","Total Suspended Solids (effluent)","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"TSS_out"
"Source","SI","SI","w_imp","[rad/s]","Impeller speed","0",143,,"Constant",,,"0",,"tbl_Model_Parameters:SI",0,"w_imp"
"Source","SI","SI","Area_SI","[m2]","Area surface disposal","6013",143,,"Constant",,,"6013",,"tbl_Model_Parameters:SI",0,
"Source","SI","SI","NumVad","NA","Number of vadose zones","1",143,,"Constant",,,"1",,"tbl_Model_Parameters:SI",0,"NumVad"
"Media","DispersionSI",,"DydvSI_4","[g/m2-yr]/[g/sec-m2]","Normalized dry deposition over watershed (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dydv_RWS"
"Media","DispersionSI",,"DydvSI_5","[g/m2-yr]/[g/sec-m2]","Normalized dry deposition over farm pond (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dydv_pond"
"Media","DispersionSI",,"DywpSI_1","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over field (particle)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywp_field"
"Media","DispersionSI",,"DywpSI_2","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over buffer (particle)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywp_buffer"
"Media","DispersionSI",,"DywpSI_3","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over index reservoir (particle)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywp_reserv"
"Media","DispersionSI",,"DywpSI_4","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over  watershed (particle)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywp_RWS"
"Media","DispersionSI",,"DywpSI_5","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over farm pond (particle)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywp_pond"
"Media","DispersionSI",,"DywvSI_1","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over field (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywv_field"
"Media","DispersionSI",,"DywvSI_2","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over buffer (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywv_buffer"
"Media","DispersionSI",,"DywvSI_3","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over index reservoir (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywv_reserv"
"Media","DispersionSI",,"DywvSI_4","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over  watershed (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywv_RWS"
"Media","DispersionSI",,"DywvSI_5","[g/m2-yr]/[g/sec-m2]","Normalized wet deposition over farm pond (vapor)","Site-specific",,,"Constant",,,"",,"Fate_constant:Dispersion",0,"Dywv_pond"
"Risk","Internal","Toxicity","Ref_BMD_Bird","[mg chem/kg BW/day]","Reference benchmark dose (bird)","Chemical specific",,,"Constant",0.00,100000.0,"825",,"Chemical_Constant",0,"Ref_BMD_Bird"
"Risk","Internal","Exposure","Ref_BW_Mammal","[kg]","Reference body weight (mammal)","Chemical specific",,,"Constant",0.00,2000.00,"0",,"Chemical_Constant",0,"Ref_BW_Mammal"
"Risk","Internal","Exposure","Ref_BW_Bird","[kg]","Reference body weight (bird)","Chemical specific",,,"Constant",0.00,2000.00,"191",,"Chemical_Constant",0,"Ref_BW_Bird"
"Risk","Internal","Toxicity","Ref_BMD_Mammal","[mg chem/kg BW/day]","Reference benchmark dose (mammal)","Chemical specific",,,"Constant",0.00,100000.0,"0",,"Chemical_Constant",0,"Ref_BMD_Mammal"
,,,"DAF_SI","[mg/L leachate]/[mg/L GW]","Dilution attenuation factor for groundwater (by SI liner type)","Specific",,,,,,"",,"Fate_constant:SI",0,"DAF"
